,date,opera,language,composer,artist_popularity
0,2007-09-24,Lucia di Lammermoor,Italian,Donizetti,85
1,2007-09-27,Lucia di Lammermoor,Italian,Donizetti,79
2,2007-09-29,Aida,Italian,Verdi,132
3,2007-10-01,Lucia di Lammermoor,Italian,Donizetti,79
4,2007-10-02,Le Nozze di Figaro,Italian,Mozart,209
5,2007-10-04,Aida,Italian,Verdi,120
6,2007-10-05,Lucia di Lammermoor,Italian,Donizetti,74
7,2007-10-06,Le Nozze di Figaro,Italian,Mozart,105
8,2007-10-09,Lucia di Lammermoor,Italian,Donizetti,79
9,2007-10-10,Le Nozze di Figaro,Italian,Mozart,71
10,2007-10-13,Le Nozze di Figaro,Italian,Mozart,105
11,2007-10-13,Lucia di Lammermoor,Italian,Donizetti,79
12,2007-10-16,Aida,Italian,Verdi,139
13,2007-10-17,Lucia di Lammermoor,Italian,Donizetti,58
14,2007-10-18,Le Nozze di Figaro,Italian,Mozart,105
15,2007-10-20,Aida,Italian,Verdi,67
16,2007-10-20,Lucia di Lammermoor,Italian,Donizetti,58
17,2007-10-22,Macbeth,Italian,Verdi,77
18,2007-10-24,Aida,Italian,Verdi,75
19,2007-10-25,Lucia di Lammermoor,Italian,Donizetti,61
20,2007-10-26,Macbeth,Italian,Verdi,77
21,2007-10-27,Aida,Italian,Verdi,93
22,2007-10-29,Die Zauberflöte,German,Mozart,262
23,2007-10-30,Aida,Italian,Verdi,75
24,2007-10-31,Macbeth,Italian,Verdi,77
25,2007-11-01,Die Zauberflöte,German,Mozart,238
26,2007-11-02,Aida,Italian,Verdi,77
27,2007-11-03,La Traviata,Italian,Verdi,116
28,2007-11-03,Macbeth,Italian,Verdi,77
29,2007-11-05,Aida,Italian,Verdi,81
30,2007-11-06,Die Zauberflöte,German,Mozart,238
31,2007-11-07,La Traviata,Italian,Verdi,116
32,2007-11-08,Aida,Italian,Verdi,81
33,2007-11-09,Die Zauberflöte,German,Mozart,238
34,2007-11-10,La Traviata,Italian,Verdi,116
35,2007-11-10,Le Nozze di Figaro,Italian,Mozart,147
36,2007-11-12,Norma,Italian,Bellini,74
37,2007-11-13,Die Zauberflöte,German,Mozart,242
38,2007-11-14,Le Nozze di Figaro,Italian,Mozart,147
39,2007-11-15,La Traviata,Italian,Verdi,116
40,2007-11-16,Norma,Italian,Bellini,74
41,2007-11-17,Die Zauberflöte,German,Mozart,242
42,2007-11-17,Le Nozze di Figaro,Italian,Mozart,147
43,2007-11-19,Norma,Italian,Bellini,74
44,2007-11-20,Die Zauberflöte,German,Mozart,222
45,2007-11-21,Le Nozze di Figaro,Italian,Mozart,147
46,2007-11-23,Norma,Italian,Bellini,74
47,2007-11-24,Die Zauberflöte,German,Mozart,161
48,2007-11-24,Le Nozze di Figaro,Italian,Mozart,147
49,2007-11-26,Norma,Italian,Bellini,83
50,2007-11-27,Iphigénie en Tauride,French,Gluck,179
51,2007-11-28,Le Nozze di Figaro,Italian,Mozart,147
52,2007-11-30,Norma,Italian,Bellini,55
53,2007-12-01,Iphigénie en Tauride,French,Gluck,144
54,2007-12-01,Le Nozze di Figaro,Italian,Mozart,147
55,2007-12-04,Norma,Italian,Bellini,83
56,2007-12-05,Iphigénie en Tauride,French,Gluck,144
57,2007-12-07,Norma,Italian,Bellini,83
58,2007-12-08,Iphigénie en Tauride,French,Gluck,158
59,2007-12-11,Iphigénie en Tauride,French,Gluck,144
60,2007-12-14,Iphigénie en Tauride,French,Gluck,144
61,2007-12-19,Iphigénie en Tauride,French,Gluck,144
62,2007-12-22,Iphigénie en Tauride,French,Gluck,144
63,2007-12-24,Hänsel und Gretel,German,Humperdinck,156
64,2007-12-29,Hänsel und Gretel,German,Humperdinck,156
65,2008-01-01,Hänsel und Gretel,German,Humperdinck,156
66,2008-01-04,Hänsel und Gretel,German,Humperdinck,156
67,2008-01-05,Macbeth,Italian,Verdi,77
68,2008-01-07,Die Walküre,German,Wagner,137
69,2008-01-08,Hänsel und Gretel,German,Humperdinck,134
70,2008-01-09,Macbeth,Italian,Verdi,77
71,2008-01-11,Hänsel und Gretel,German,Humperdinck,156
72,2008-01-12,Il Barbiere di Siviglia,Italian,Rossini,143
73,2008-01-12,Macbeth,Italian,Verdi,77
74,2008-01-14,Die Walküre,German,Wagner,135
75,2008-01-15,Macbeth,Italian,Verdi,51
76,2008-01-22,Il Barbiere di Siviglia,Italian,Rossini,26
77,2008-01-23,Hänsel und Gretel,German,Humperdinck,156
78,2008-01-26,Hänsel und Gretel,German,Humperdinck,156
79,2008-01-26,Il Barbiere di Siviglia,Italian,Rossini,26
80,2008-01-28,Die Walküre,German,Wagner,121
81,2008-01-29,Manon Lescaut,French,Auber,182
82,2008-01-29,Manon Lescaut,Italian,Puccini,182
83,2008-01-30,Il Barbiere di Siviglia,Italian,Rossini,3
84,2008-01-31,Hänsel und Gretel,German,Humperdinck,154
85,2008-02-01,Manon Lescaut,French,Auber,156
86,2008-02-01,Manon Lescaut,Italian,Puccini,156
87,2008-02-02,Die Walküre,German,Wagner,121
88,2008-02-02,Il Barbiere di Siviglia,Italian,Rossini,26
89,2008-02-04,Carmen,French,Bizet,73
90,2008-02-05,Manon Lescaut,French,Auber,156
91,2008-02-05,Manon Lescaut,Italian,Puccini,156
92,2008-02-06,Die Walküre,German,Wagner,121
93,2008-02-07,Il Barbiere di Siviglia,Italian,Rossini,74
94,2008-02-08,Carmen,French,Bizet,73
95,2008-02-09,Die Walküre,German,Wagner,135
96,2008-02-09,Manon Lescaut,French,Auber,140
97,2008-02-09,Manon Lescaut,Italian,Puccini,140
98,2008-02-11,Otello,Italian,Rossini,120
99,2008-02-11,Otello,Italian,Verdi,120
100,2008-02-12,Manon Lescaut,French,Auber,166
101,2008-02-12,Manon Lescaut,Italian,Puccini,166
102,2008-02-13,Carmen,French,Bizet,60
103,2008-02-14,Il Barbiere di Siviglia,Italian,Rossini,177
104,2008-02-15,Otello,Italian,Rossini,120
105,2008-02-15,Otello,Italian,Verdi,120
106,2008-02-16,Carmen,French,Bizet,60
107,2008-02-16,Manon Lescaut,French,Auber,166
108,2008-02-16,Manon Lescaut,Italian,Puccini,166
109,2008-02-18,Otello,Italian,Rossini,120
110,2008-02-18,Otello,Italian,Verdi,120
111,2008-02-19,Carmen,French,Bizet,74
112,2008-02-20,Manon Lescaut,French,Auber,166
113,2008-02-20,Manon Lescaut,Italian,Puccini,166
114,2008-02-21,Il Barbiere di Siviglia,Italian,Rossini,177
115,2008-02-22,Otello,Italian,Rossini,120
116,2008-02-22,Otello,Italian,Verdi,120
117,2008-02-23,Carmen,French,Bizet,74
118,2008-02-23,Manon Lescaut,French,Auber,137
119,2008-02-23,Manon Lescaut,Italian,Puccini,137
120,2008-02-25,Il Barbiere di Siviglia,Italian,Rossini,177
121,2008-02-26,Otello,Italian,Rossini,120
122,2008-02-26,Otello,Italian,Verdi,120
123,2008-02-27,Carmen,French,Bizet,61
124,2008-02-28,Peter Grimes,English,Britten,96
125,2008-02-29,Il Barbiere di Siviglia,Italian,Rossini,177
126,2008-03-01,Carmen,French,Bizet,77
127,2008-03-01,Otello,Italian,Rossini,120
128,2008-03-01,Otello,Italian,Verdi,120
129,2008-03-03,Peter Grimes,English,Britten,46
130,2008-03-04,Otello,Italian,Rossini,120
131,2008-03-04,Otello,Italian,Verdi,120
132,2008-03-05,Lucia di Lammermoor,Italian,Donizetti,81
133,2008-03-06,La Traviata,Italian,Verdi,47
134,2008-03-07,Peter Grimes,English,Britten,46
135,2008-03-08,Lucia di Lammermoor,Italian,Donizetti,81
136,2008-03-08,Otello,Italian,Rossini,120
137,2008-03-08,Otello,Italian,Verdi,120
138,2008-03-10,Tristan und Isolde,German,Wagner,72
139,2008-03-11,Peter Grimes,English,Britten,46
140,2008-03-12,La Traviata,Italian,Verdi,94
141,2008-03-13,Lucia di Lammermoor,Italian,Donizetti,81
142,2008-03-14,Tristan und Isolde,German,Wagner,68
143,2008-03-15,La Traviata,Italian,Verdi,91
144,2008-03-15,Peter Grimes,English,Britten,46
145,2008-03-17,Ernani,Italian,Verdi,111
146,2008-03-18,Tristan und Isolde,German,Wagner,79
147,2008-03-19,La Traviata,Italian,Verdi,69
148,2008-03-20,Peter Grimes,English,Britten,96
149,2008-03-21,Ernani,Italian,Verdi,82
150,2008-03-22,La Traviata,Italian,Verdi,69
151,2008-03-22,Tristan und Isolde,German,Wagner,90
152,2008-03-24,Peter Grimes,English,Britten,46
153,2008-03-25,Tristan und Isolde,German,Wagner,77
154,2008-03-26,Ernani,Italian,Verdi,111
155,2008-03-28,Tristan und Isolde,German,Wagner,86
156,2008-03-29,Ernani,Italian,Verdi,111
157,2008-03-29,La Bohème,Italian,Puccini,202
158,2008-04-01,La Bohème,Italian,Puccini,192
159,2008-04-02,Ernani,Italian,Verdi,85
160,2008-04-05,Ernani,Italian,Verdi,84
161,2008-04-05,La Bohème,Italian,Puccini,192
162,2008-04-09,La Bohème,Italian,Puccini,192
163,2008-04-10,Ernani,Italian,Verdi,85
164,2008-04-12,La Bohème,Italian,Puccini,192
165,2008-04-15,La Bohème,Italian,Puccini,161
166,2008-04-18,La Bohème,Italian,Puccini,161
167,2008-04-26,Die Entführung aus dem Serail,German,Mozart,157
168,2008-04-30,Die Entführung aus dem Serail,German,Mozart,117
169,2008-05-03,Die Entführung aus dem Serail,German,Mozart,117
170,2008-05-03,La Clemenza di Tito,Italian,Mozart,57
171,2008-05-06,La Clemenza di Tito,Italian,Mozart,57
172,2008-05-07,Die Entführung aus dem Serail,German,Mozart,117
173,2008-05-09,Macbeth,Italian,Verdi,92
174,2008-05-10,La Clemenza di Tito,Italian,Mozart,57
175,2008-05-13,Macbeth,Italian,Verdi,92
176,2008-05-15,La Clemenza di Tito,Italian,Mozart,57
177,2008-05-17,Macbeth,Italian,Verdi,92
178,2008-09-23,Salome,German,Strauss,99
179,2008-09-24,La Gioconda,Italian,Ponchielli,78
180,2008-09-26,Salome,German,Strauss,97
181,2008-09-27,Don Giovanni,Italian,Mozart,174
182,2008-09-27,La Gioconda,Italian,Ponchielli,59
183,2008-09-30,Salome,German,Strauss,97
184,2008-10-01,Don Giovanni,Italian,Mozart,166
185,2008-10-02,La Gioconda,Italian,Ponchielli,74
186,2008-10-03,Lucia di Lammermoor,Italian,Donizetti,141
187,2008-10-04,Don Giovanni,Italian,Mozart,166
188,2008-10-04,Salome,German,Strauss,97
189,2008-10-06,La Gioconda,Italian,Ponchielli,74
190,2008-10-07,Salome,German,Strauss,97
191,2008-10-08,Lucia di Lammermoor,Italian,Donizetti,125
192,2008-10-09,La Gioconda,Italian,Ponchielli,74
193,2008-10-10,Don Giovanni,Italian,Mozart,120
194,2008-10-11,Lucia di Lammermoor,Italian,Donizetti,125
195,2008-10-11,Salome,German,Strauss,97
196,2008-10-14,Don Giovanni,Italian,Mozart,101
197,2008-10-15,Lucia di Lammermoor,Italian,Donizetti,125
198,2008-10-16,Salome,German,Strauss,97
199,2008-10-18,Lucia di Lammermoor,Italian,Donizetti,125
200,2008-10-20,La Traviata,Italian,Verdi,71
201,2008-10-22,Lucia di Lammermoor,Italian,Donizetti,125
202,2008-10-23,La Traviata,Italian,Verdi,71
203,2008-10-25,Lucia di Lammermoor,Italian,Donizetti,125
204,2008-10-27,La Traviata,Italian,Verdi,71
205,2008-10-31,La Traviata,Italian,Verdi,71
206,2008-11-03,La Traviata,Italian,Verdi,71
207,2008-11-06,La Traviata,Italian,Verdi,71
208,2008-11-07,La Damnation de Faust,French,Berlioz,51
209,2008-11-10,La Damnation de Faust,French,Berlioz,51
210,2008-11-12,La Traviata,Italian,Verdi,71
211,2008-11-14,La Damnation de Faust,French,Berlioz,51
212,2008-11-15,La Traviata,Italian,Verdi,71
213,2008-11-18,La Damnation de Faust,French,Berlioz,51
214,2008-11-20,La Traviata,Italian,Verdi,71
215,2008-11-21,The Queen of Spades,Russian,Tchaikovsky,153
216,2008-11-22,La Damnation de Faust,French,Berlioz,51
217,2008-11-24,The Queen of Spades,Russian,Tchaikovsky,153
218,2008-11-25,La Damnation de Faust,French,Berlioz,51
219,2008-11-28,Tristan und Isolde,German,Wagner,111
220,2008-11-29,La Damnation de Faust,French,Berlioz,51
221,2008-11-29,The Queen of Spades,Russian,Tchaikovsky,153
222,2008-12-01,Don Giovanni,Italian,Mozart,163
223,2008-12-02,Tristan und Isolde,German,Wagner,72
224,2008-12-03,The Queen of Spades,Russian,Tchaikovsky,153
225,2008-12-04,La Damnation de Faust,French,Berlioz,51
226,2008-12-05,Don Giovanni,Italian,Mozart,185
227,2008-12-06,The Queen of Spades,Russian,Tchaikovsky,153
228,2008-12-06,Tristan und Isolde,German,Wagner,75
229,2008-12-09,Don Giovanni,Italian,Mozart,185
230,2008-12-10,The Queen of Spades,Russian,Tchaikovsky,153
231,2008-12-12,Tristan und Isolde,German,Wagner,94
232,2008-12-13,Don Giovanni,Italian,Mozart,185
233,2008-12-13,The Queen of Spades,Russian,Tchaikovsky,153
234,2008-12-15,La Bohème,Italian,Puccini,186
235,2008-12-16,Tristan und Isolde,German,Wagner,71
236,2008-12-18,La Bohème,Italian,Puccini,136
237,2008-12-19,Don Giovanni,Italian,Mozart,185
238,2008-12-20,Tristan und Isolde,German,Wagner,96
239,2008-12-22,Die Zauberflöte,German,Mozart,135
240,2008-12-22,La Bohème,Italian,Puccini,136
241,2008-12-26,La Bohème,Italian,Puccini,136
242,2008-12-27,Die Zauberflöte,German,Mozart,81
243,2008-12-29,La Bohème,Italian,Puccini,136
244,2008-12-30,Die Zauberflöte,German,Mozart,91
245,2008-12-31,Die Zauberflöte,German,Mozart,81
246,2008-12-31,La Rondine,Italian,Puccini,179
247,2009-01-01,Die Zauberflöte,German,Mozart,81
248,2009-01-03,La Bohème,Italian,Puccini,136
249,2009-01-03,La Rondine,Italian,Puccini,116
250,2009-01-06,La Bohème,Italian,Puccini,105
251,2009-01-07,La Rondine,Italian,Puccini,153
252,2009-01-09,Orfeo ed Euridice,Italian,Gluck,50
253,2009-01-10,La Bohème,Italian,Puccini,105
254,2009-01-10,La Rondine,Italian,Puccini,152
255,2009-01-13,La Rondine,Italian,Puccini,74
256,2009-01-14,Orfeo ed Euridice,Italian,Gluck,30
257,2009-01-17,Orfeo ed Euridice,Italian,Gluck,50
258,2009-01-20,Orfeo ed Euridice,Italian,Gluck,50
259,2009-01-24,Orfeo ed Euridice,Italian,Gluck,50
260,2009-01-24,Rigoletto,Italian,Verdi,77
261,2009-01-26,Lucia di Lammermoor,Italian,Donizetti,127
262,2009-01-27,Rigoletto,Italian,Verdi,52
263,2009-01-28,Orfeo ed Euridice,Italian,Gluck,65
264,2009-01-29,Lucia di Lammermoor,Italian,Donizetti,121
265,2009-01-30,Eugene Onegin,Russian,Tchaikovsky,143
266,2009-01-31,Orfeo ed Euridice,Italian,Gluck,65
267,2009-01-31,Rigoletto,Italian,Verdi,52
268,2009-02-02,Eugene Onegin,Russian,Tchaikovsky,141
269,2009-02-03,Lucia di Lammermoor,Italian,Donizetti,84
270,2009-02-04,Rigoletto,Italian,Verdi,52
271,2009-02-05,Eugene Onegin,Russian,Tchaikovsky,135
272,2009-02-06,Adriana Lecouvreur,Italian,Cilea,127
273,2009-02-07,Lucia di Lammermoor,Italian,Donizetti,100
274,2009-02-07,Rigoletto,Italian,Verdi,52
275,2009-02-09,Eugene Onegin,Russian,Tchaikovsky,195
276,2009-02-10,Adriana Lecouvreur,Italian,Cilea,127
277,2009-02-11,La Rondine,Italian,Puccini,120
278,2009-02-12,Rigoletto,Italian,Verdi,68
279,2009-02-13,Adriana Lecouvreur,Italian,Cilea,127
280,2009-02-14,Eugene Onegin,Russian,Tchaikovsky,201
281,2009-02-14,La Rondine,Italian,Puccini,120
282,2009-02-16,Il Trovatore,Italian,Verdi,107
283,2009-02-17,Adriana Lecouvreur,Italian,Cilea,74
284,2009-02-18,Eugene Onegin,Russian,Tchaikovsky,201
285,2009-02-19,La Rondine,Italian,Puccini,120
286,2009-02-20,Il Trovatore,Italian,Verdi,107
287,2009-02-21,Adriana Lecouvreur,Italian,Cilea,127
288,2009-02-21,Eugene Onegin,Russian,Tchaikovsky,201
289,2009-02-23,La Rondine,Italian,Puccini,79
290,2009-02-24,Il Trovatore,Italian,Verdi,107
291,2009-02-25,Adriana Lecouvreur,Italian,Cilea,127
292,2009-02-26,La Rondine,Italian,Puccini,120
293,2009-02-28,Adriana Lecouvreur,Italian,Cilea,127
294,2009-02-28,Il Trovatore,Italian,Verdi,107
295,2009-03-02,La Sonnambula,Italian,Bellini,142
296,2009-03-04,Il Trovatore,Italian,Verdi,107
297,2009-03-06,La Sonnambula,Italian,Bellini,142
298,2009-03-07,Il Trovatore,Italian,Verdi,75
299,2009-03-09,Rusalka,Czech,Dvorak,107
300,2009-03-10,Il Trovatore,Italian,Verdi,107
301,2009-03-11,La Sonnambula,Italian,Bellini,142
302,2009-03-12,Rusalka,Czech,Dvorak,105
303,2009-03-13,Il Trovatore,Italian,Verdi,107
304,2009-03-14,La Sonnambula,Italian,Bellini,142
305,2009-03-14,Rusalka,Czech,Dvorak,105
306,2009-03-16,Il Trovatore,Italian,Verdi,103
307,2009-03-17,Rusalka,Czech,Dvorak,105
308,2009-03-18,La Sonnambula,Italian,Bellini,142
309,2009-03-20,Il Trovatore,Italian,Verdi,131
310,2009-03-21,La Sonnambula,Italian,Bellini,142
311,2009-03-21,Rusalka,Czech,Dvorak,105
312,2009-03-24,La Sonnambula,Italian,Bellini,142
313,2009-03-25,Das Rheingold,German,Wagner,212
314,2009-03-28,La Sonnambula,Italian,Bellini,142
315,2009-04-01,Rigoletto,Italian,Verdi,164
316,2009-04-03,La Sonnambula,Italian,Bellini,172
317,2009-04-04,Rigoletto,Italian,Verdi,164
318,2009-04-06,Die Walküre,German,Wagner,194
319,2009-04-09,Rigoletto,Italian,Verdi,148
320,2009-04-13,Don Giovanni,Italian,Mozart,253
321,2009-04-14,Rigoletto,Italian,Verdi,148
322,2009-04-16,Don Giovanni,Italian,Mozart,165
323,2009-04-17,Rigoletto,Italian,Verdi,121
324,2009-04-20,Don Giovanni,Italian,Mozart,173
325,2009-04-23,Das Rheingold,German,Wagner,232
326,2009-04-24,Don Giovanni,Italian,Mozart,227
327,2009-04-24,Il Trovatore,Italian,Verdi,46
328,2009-04-29,Il Trovatore,Italian,Verdi,46
329,2009-05-01,La Cenerentola,Italian,Rossini,71
330,2009-05-02,Il Trovatore,Italian,Verdi,46
331,2009-05-06,La Cenerentola,Italian,Rossini,188
332,2009-05-08,Il Trovatore,Italian,Verdi,14
333,2009-05-09,La Cenerentola,Italian,Rossini,196
334,2009-09-21,Tosca,Italian,Puccini,109
335,2009-09-22,Le Nozze di Figaro,Italian,Mozart,161
336,2009-09-23,Die Zauberflöte,German,Mozart,187
337,2009-09-24,Tosca,Italian,Puccini,109
338,2009-09-26,Die Zauberflöte,German,Mozart,129
339,2009-09-26,Le Nozze di Figaro,Italian,Mozart,169
340,2009-09-28,Tosca,Italian,Puccini,124
341,2009-09-30,Die Zauberflöte,German,Mozart,129
342,2009-10-01,Le Nozze di Figaro,Italian,Mozart,169
343,2009-10-02,Aida,Italian,Verdi,109
344,2009-10-03,Il Barbiere di Siviglia,Italian,Rossini,137
345,2009-10-03,Tosca,Italian,Puccini,109
346,2009-10-05,Le Nozze di Figaro,Italian,Mozart,141
347,2009-10-06,Tosca,Italian,Puccini,109
348,2009-10-07,Aida,Italian,Verdi,109
349,2009-10-08,Il Barbiere di Siviglia,Italian,Rossini,137
350,2009-10-09,Le Nozze di Figaro,Italian,Mozart,169
351,2009-10-10,Il Barbiere di Siviglia,Italian,Rossini,137
352,2009-10-10,Tosca,Italian,Puccini,109
353,2009-10-12,Aida,Italian,Verdi,109
354,2009-10-13,Der Rosenkavalier,German,Strauss,207
355,2009-10-14,Tosca,Italian,Puccini,80
356,2009-10-15,Il Barbiere di Siviglia,Italian,Rossini,137
357,2009-10-16,Der Rosenkavalier,German,Strauss,145
358,2009-10-17,Aida,Italian,Verdi,109
359,2009-10-17,Tosca,Italian,Puccini,109
360,2009-10-19,Der Rosenkavalier,German,Strauss,181
361,2009-10-21,Aida,Italian,Verdi,101
362,2009-10-22,Der Rosenkavalier,German,Strauss,140
363,2009-10-23,La Damnation de Faust,French,Berlioz,75
364,2009-10-24,Aida,Italian,Verdi,109
365,2009-10-24,Il Barbiere di Siviglia,Italian,Rossini,137
366,2009-10-26,La Damnation de Faust,French,Berlioz,75
367,2009-10-27,Il Barbiere di Siviglia,Italian,Rossini,137
